DADO COMPLETO,CEP,RUA,BAIRRO,TIPO DE SUBDIVISÃO,SUBDIVISÕES,MUNICÍPIO,ESTADO
50690240Rua Motorista Antônio Paulino de Lima,50690240,Rua Motorista Antônio Paulino de Lima,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
50690250Rua Motorista José Alves de Araújo,50690250,Rua Motorista José Alves de Araújo,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
50690260Rua Moacir Cardoso,50690260,Rua Moacir Cardoso,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
50690270Rua Benjamim Machado,50690270,Rua Benjamim Machado,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
50690280Rua Maestro Vicente Fitipaldi,50690280,Rua Maestro Vicente Fitipaldi,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
50690290Rua Naturalista Augusto Rusky,50690290,Rua Naturalista Augusto Rusky,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
50690300Rua Jornalista Gilberto Osório,50690300,Rua Jornalista Gilberto Osório,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
50690320Rua Professor Ferdinando Neves,50690320,Rua Professor Ferdinando Neves,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
50690330Rua Padre Romano Zuffery,50690330,Rua Padre Romano Zuffery,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
50690340Rua Rômulo da Fonseca Gomes,50690340,Rua Rômulo da Fonseca Gomes,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
50690360Rua Cineasta José Carlos Burli,50690360,Rua Cineasta José Carlos Burli,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
50690370Rua José Peregrino,50690370,Rua José Peregrino,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
50690380Praça Arari Ferreira Fonseca,50690380,Praça Arari Ferreira Fonseca,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
50690390Rua Antônio Rodrigues,50690390,Rua Antônio Rodrigues,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
50690400Rua Genésio Teófilo Bezerra Filho,50690400,Rua Genésio Teófilo Bezerra Filho,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
50690410Rua Doutor Marcelino Gomes Candau,50690410,Rua Doutor Marcelino Gomes Candau,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
50690420Rua Monsenhor Ferreira Lima,50690420,Rua Monsenhor Ferreira Lima,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
50690430Rua Fernando Aércio Granjeiro de Souza,50690430,Rua Fernando Aércio Granjeiro de Souza,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
50690431Travessa Fernando Aércio Granjeiro de Souza,50690431,Travessa Fernando Aércio Granjeiro de Souza,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
50690440Rua Berilo Pernambucano,50690440,Rua Berilo Pernambucano,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
50690450Rua Compositor Sérgio Lisboa,50690450,Rua Compositor Sérgio Lisboa,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
50690460Rua Doutor José Guimarães de Araújo,50690460,Rua Doutor José Guimarães de Araújo,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
50690470Rua Desportista Géo,50690470,Rua Desportista Géo,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
50690480Rua Mataraca,50690480,Rua Mataraca,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
50690490Rua Aristõnico Oliveira,50690490,Rua Aristõnico Oliveira,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
50690500Rua Doutor Jáder Heráclio do Rego,50690500,Rua Doutor Jáder Heráclio do Rego,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
50690505Rua Doutor Eleazar Machado,50690505,Rua Doutor Eleazar Machado,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
50690510Rua Curimataú,50690510,Rua Curimataú,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
50690515Rua Desembargador Ângelo Jordão,50690515,Rua Desembargador Ângelo Jordão,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
50690520Rua Umari,50690520,Rua Umari,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
50690525Rua Economista Adalberto Rangel Gomes,50690525,Rua Economista Adalberto Rangel Gomes,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
50690530Rua Cuité,50690530,Rua Cuité,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
50690540Rua Cuitegi,50690540,Rua Cuitegi,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
50690545Rua Doutor Sebastião de Souza,50690545,Rua Doutor Sebastião de Souza,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
50690550Rua Santana de Mangueira,50690550,Rua Santana de Mangueira,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
50690555Rua Romualdo Gamboa,50690555,Rua Romualdo Gamboa,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
50690570Rua Jornalista Luiz Beltrão de Andrade Lima,50690570,Rua Jornalista Luiz Beltrão de Andrade Lima,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
50690575Rua Gerson Brito dos Santos,50690575,Rua Gerson Brito dos Santos,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
50690580Rua Ministro Marcos Freire,50690580,Rua Ministro Marcos Freire,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
50690585Rua Cosmo Avelino Ferreira,50690585,Rua Cosmo Avelino Ferreira,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
50690590Rua Luiz Souto Dourado,50690590,Rua Luiz Souto Dourado,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
50690600Rua Doutor Tubal Urquiza Valença,50690600,Rua Doutor Tubal Urquiza Valença,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
50690610Rua Engenheiro Sales Zaicáner,50690610,Rua Engenheiro Sales Zaicáner,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
50690620Rua Cidade do Porto,50690620,Rua Cidade do Porto,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
50690630Rua Desembargador Augusto Duque,50690630,Rua Desembargador Augusto Duque,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
50690640Rua José Geraldo de Carvalho,50690640,Rua José Geraldo de Carvalho,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
50690650Rua Vazante,50690650,Rua Vazante,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
50690655Rua Chapada,50690655,Rua Chapada,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
50690660Rua Ananás,50690660,Rua Ananás,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
50690665Rua Abreulândia,50690665,Rua Abreulândia,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
50690670Rua Angico,50690670,Rua Angico,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
50690675Rua Palmeirante,50690675,Rua Palmeirante,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
50690680Rua Palmeirópolis,50690680,Rua Palmeirópolis,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
50690685Rua Sampaio,50690685,Rua Sampaio,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
50690690Rua Canela,50690690,Rua Canela,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
50690695Rua Pé de Serra,50690695,Rua Pé de Serra,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
50690700Rua São Pedro,50690700,Rua São Pedro,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
50690705Rua Centenário,50690705,Rua Centenário,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
50690708Rua Bom Jesus,50690708,Rua Bom Jesus,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
506907091ª Travessa Bom Jesus,50690709,1ª Travessa Bom Jesus,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
50690710Rua Silvanópolis,50690710,Rua Silvanópolis,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
50690715Rua Formoso do Araguaia,50690715,Rua Formoso do Araguaia,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
50690720Rua Taquaralto,50690720,Rua Taquaralto,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
50690725Rua Aragominas,50690725,Rua Aragominas,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
50690735Rua Novo Acordo,50690735,Rua Novo Acordo,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
50690740Rua Tupiratins,50690740,Rua Tupiratins,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
50690745Rua Sucupira,50690745,Rua Sucupira,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
50690750Rua Sandolândia,50690750,Rua Sandolândia,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
50690755Rua Lajeado,50690755,Rua Lajeado,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
50690760Rua Jussara,50690760,Rua Jussara,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
50690765Rua Pilões,50690765,Rua Pilões,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
50690770Rua Monte Lindo,50690770,Rua Monte Lindo,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
50690900Estrada do Barbalho 889,50690900,Estrada do Barbalho 889,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
50721410Praça Professor Coelho de Almeida,50721410,Praça Professor Coelho de Almeida,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
50721420Rua Professor Coelho de Almeida,50721420,Rua Professor Coelho de Almeida,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
50721440Rua Ester Foigel,50721440,Rua Ester Foigel,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
50721450Rua Capitão Araújo Miranda,50721450,Rua Capitão Araújo Miranda,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
50721460Rua Professor Teódulo Miranda,50721460,Rua Professor Teódulo Miranda,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
50721470Rua Expedicionário Ailson Simões,50721470,Rua Expedicionário Ailson Simões,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
50721480Rua Jacauna,50721480,Rua Jacauna,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
50731020Avenida Nossa Senhora da Saúde,50731020,Avenida Nossa Senhora da Saúde,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
507311111ª Travessa Coronel Fernando Furtado,50731111,1ª Travessa Coronel Fernando Furtado,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
507311122ª Travessa Coronel Fernando Furtado,50731112,2ª Travessa Coronel Fernando Furtado,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
507311133ª Travessa Coronel Fernando Furtado,50731113,3ª Travessa Coronel Fernando Furtado,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
507311144ª Travessa Coronel Fernando Furtado,50731114,4ª Travessa Coronel Fernando Furtado,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
507311155ª Travessa Coronel Fernando Furtado,50731115,5ª Travessa Coronel Fernando Furtado,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
507311166ª Travessa Coronel Fernando Furtado,50731116,6ª Travessa Coronel Fernando Furtado,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
507311177ª Travessa Coronel Fernando Furtado,50731117,7ª Travessa Coronel Fernando Furtado,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
50731200Rua Waldemar Reis do Rego,50731200,Rua Waldemar Reis do Rego,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
507312051ª Travessa Waldemar Reis do Rego,50731205,1ª Travessa Waldemar Reis do Rego,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
507312102ª Travessa Waldemar Reis do Rego,50731210,2ª Travessa Waldemar Reis do Rego,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
507312123ª Travessa Waldemar Reis do Rego,50731212,3ª Travessa Waldemar Reis do Rego,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
507312134ª Travessa Waldemar Reis do Rego,50731213,4ª Travessa Waldemar Reis do Rego,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
507312145ª Travessa Waldemar Reis do Rego,50731214,5ª Travessa Waldemar Reis do Rego,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
50731220Rua Uruguaiana,50731220,Rua Uruguaiana,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
50731230Rua Capitão Aurélio de Araújo,50731230,Rua Capitão Aurélio de Araújo,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
50731240Travessa Capitão Aurélio de Araújo,50731240,Travessa Capitão Aurélio de Araújo,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
50731250Rua Professor Bandeira,50731250,Rua Professor Bandeira,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
50731260Rua Lagoa Vermelha,50731260,Rua Lagoa Vermelha,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
50731270Rua Cordislândia,50731270,Rua Cordislândia,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
507312711ª Travessa Cordislândia,50731271,1ª Travessa Cordislândia,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
507312722ª Travessa Cordislândia,50731272,2ª Travessa Cordislândia,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
507312733ª Travessa Cordislândia,50731273,3ª Travessa Cordislândia,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
507312744ª Travessa Cordislândia,50731274,4ª Travessa Cordislândia,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
50731280Rua Doutor Nina Rodrigues,50731280,Rua Doutor Nina Rodrigues,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
50731290Rua Cristóvão Cavalcanti,50731290,Rua Cristóvão Cavalcanti,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
50731300Rua Alagoana,50731300,Rua Alagoana,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
50731310Travessa Alagoana,50731310,Travessa Alagoana,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
50731320Rua Ilhabela,50731320,Rua Ilhabela,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
50731330Rua Doutor Virgínio Marques,50731330,Rua Doutor Virgínio Marques,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
50731340Rua David Nasser,50731340,Rua David Nasser,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
50731350Rua Maranhão,50731350,Rua Maranhão,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
50731360Estrada do Caiara,50731360,Estrada do Caiara,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
50731370Rua São Mateus,50731370,Rua São Mateus,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
50731380Avenida Marechal Cordeiro de Farias,50731380,Avenida Marechal Cordeiro de Farias,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
50731390Rua Geraldo Gonçalves Pereira,50731390,Rua Geraldo Gonçalves Pereira,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
50731400Rua José Trigueiro,50731400,Rua José Trigueiro,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
50731410Rua José da Cruz Pinheiro Filho,50731410,Rua José da Cruz Pinheiro Filho,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
50731430Rua Santa Lúcia,50731430,Rua Santa Lúcia,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
50731450Rua Porto Vitória,50731450,Rua Porto Vitória,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
50731460Rua Tabapuã,50731460,Rua Tabapuã,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
50731470Rua Lavras do RPA 06 | Sul,50731470,Rua Lavras do RPA 06 | Sul,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
50731480Rua Ilhota,50731480,Rua Ilhota,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
50731490Avenida Maurício de Nassau,50731490,Avenida Maurício de Nassau,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
50731500Rua Cajui,50731500,Rua Cajui,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
50731505Rua Corintho de Arruda Falcão,50731505,Rua Corintho de Arruda Falcão,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
507315102ª Travessa Onze de Agosto,50731510,2ª Travessa Onze de Agosto,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
507315111ª Travessa Onze de Agosto,50731511,1ª Travessa Onze de Agosto,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
507315133ª Travessa Onze de Agosto,50731513,3ª Travessa Onze de Agosto,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
507315144ª Travessa Onze de Agosto,50731514,4ª Travessa Onze de Agosto,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
50731515Rua Onze de Agosto,50731515,Rua Onze de Agosto,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
507315165ª Travessa Onze de Agosto,50731516,5ª Travessa Onze de Agosto,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
50731530Travessa Santa Lúcia,50731530,Travessa Santa Lúcia,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
50800000Avenida Caxangá,50800000,Avenida Caxangá,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
50800010Rua Professor Joaquim Cavalcanti,50800010,Rua Professor Joaquim Cavalcanti,Iputinga,Região Político-Administrativa,RPA 04 | Oeste,Recife,Pernambuco
